DATE,INDEX,EXPIRYDATE,DAY,RANGE_USED,REF_PRICE,UPPER_RANGE,LOWER_RANGE,ENTRY_TIME,EXIT_TIME,INDEX_ENTRY,INDEX_EXIT,STRIKE,TYPE,ENTRY_PRICE,EXIT_PRICE,QTY,PNL,EXIT_REASON
2022-01-27,NIFTY,2022-01-27,Thursday,79.9,17007.45,17087.350000000002,16927.55,2022-01-27 13:14:00+05:30,2022-01-27 13:14:00+05:30,17007.45,,17000,CE,35.20000076293945,49.349998474121094,-1,-14.14999771118164,SL_HIT
2022-01-27,NIFTY,2022-01-27,Thursday,79.9,17007.45,17087.350000000002,16927.55,2022-01-27 13:14:00+05:30,2022-01-27 13:14:00+05:30,17007.45,,17000,PE,43.0,43.75,-1,-0.75,SL_HIT
2022-01-27,NIFTY,2022-01-27,Thursday,79.9,17088.45,17168.350000000002,17008.55,2022-01-27 14:02:00+05:30,2022-01-27 14:02:00+05:30,17088.45,,17100,CE,26.799999237060547,33.70000076293945,-1,-6.900001525878906,SL_HIT
2022-01-27,NIFTY,2022-01-27,Thursday,79.9,17088.45,17168.350000000002,17008.55,2022-01-27 14:02:00+05:30,2022-01-27 14:02:00+05:30,17088.45,,17100,PE,53.150001525878906,54.75,-1,-1.5999984741210938,SL_HIT
2022-01-27,NIFTY,2022-01-27,Thursday,79.9,17169.55,17249.45,17089.649999999998,2022-01-27 14:36:00+05:30,2022-01-27 14:36:00+05:30,17169.55,,17150,CE,25.899999618530273,34.45000076293945,-1,-8.55000114440918,SL_HIT
2022-01-27,NIFTY,2022-01-27,Thursday,79.9,17169.55,17249.45,17089.649999999998,2022-01-27 14:36:00+05:30,2022-01-27 14:36:00+05:30,17169.55,,17150,PE,27.299999237060547,28.149999618530273,-1,-0.8500003814697266,SL_HIT
2022-01-27,NIFTY,2022-01-27,Thursday,79.9,17076.15,17156.050000000003,16996.25,2022-01-27 15:01:00+05:30,2022-01-27 15:01:00+05:30,17076.15,,17100,CE,9.050000190734863,9.550000190734863,-1,-0.5,SL_HIT
2022-01-27,NIFTY,2022-01-27,Thursday,79.9,17076.15,17156.050000000003,16996.25,2022-01-27 15:01:00+05:30,2022-01-27 15:01:00+05:30,17076.15,,17100,PE,20.200000762939453,33.849998474121094,-1,-13.64999771118164,SL_HIT
2022-01-28,NIFTY,2022-02-03,Friday,85.3,17298.1,17383.399999999998,17212.8,2022-01-28 09:20:00+05:30,2022-01-28 09:20:00+05:30,17298.1,,17300,CE,254.5500030517578,260.5,-1,-5.9499969482421875,SL_HIT
2022-01-28,NIFTY,2022-02-03,Friday,85.3,17298.1,17383.399999999998,17212.8,2022-01-28 09:20:00+05:30,2022-01-28 09:20:00+05:30,17298.1,,17300,PE,260.20001220703125,265.1000061035156,-1,-4.899993896484375,SL_HIT
2022-01-28,NIFTY,2022-02-03,Friday,85.3,17211.6,17296.899999999998,17126.3,2022-01-28 14:01:00+05:30,2022-01-28 14:01:00+05:30,17211.6,,17200,CE,256.29998779296875,258.45001220703125,-1,-2.1500244140625,SL_HIT
2022-01-28,NIFTY,2022-02-03,Friday,85.3,17211.6,17296.899999999998,17126.3,2022-01-28 14:01:00+05:30,2022-01-28 14:01:00+05:30,17211.6,,17200,PE,238.0500030517578,246.85000610351562,-1,-8.800003051757812,SL_HIT
2022-01-28,NIFTY,2022-02-03,Friday,85.3,17115.4,17200.7,17030.100000000002,2022-01-28 14:15:00+05:30,2022-01-28 14:15:00+05:30,17115.4,,17100,CE,289.8999938964844,289.8999938964844,-1,-0.0,SL_HIT
2022-01-28,NIFTY,2022-02-03,Friday,85.3,17115.4,17200.7,17030.100000000002,2022-01-28 14:15:00+05:30,2022-01-28 14:15:00+05:30,17115.4,,17100,PE,225.10000610351562,255.8000030517578,-1,-30.699996948242188,SL_HIT
2022-01-28,NIFTY,2022-02-03,Friday,85.3,17204.75,17290.05,17119.45,2022-01-28 14:21:00+05:30,2022-01-28 14:21:00+05:30,17204.75,,17200,CE,248.1999969482422,255.89999389648438,-1,-7.6999969482421875,SL_HIT
2022-01-28,NIFTY,2022-02-03,Friday,85.3,17204.75,17290.05,17119.45,2022-01-28 14:21:00+05:30,2022-01-28 14:21:00+05:30,17204.75,,17200,PE,260.1499938964844,260.3500061035156,-1,-0.20001220703125,SL_HIT
2022-01-28,NIFTY,2022-02-03,Friday,85.3,17097.05,17182.35,17011.75,2022-01-28 15:01:00+05:30,2022-01-28 15:01:00+05:30,17097.05,,17100,CE,273.3500061035156,274.95001220703125,-1,-1.600006103515625,SL_HIT
2022-01-28,NIFTY,2022-02-03,Friday,85.3,17097.05,17182.35,17011.75,2022-01-28 15:01:00+05:30,2022-01-28 15:01:00+05:30,17097.05,,17100,PE,232.10000610351562,250.60000610351562,-1,-18.5,SL_HIT
2022-01-31,NIFTY,2022-02-03,Monday,77.4,17317.2,17394.600000000002,17239.8,2022-01-31 09:20:00+05:30,2022-01-31 09:20:00+05:30,17317.2,,17300,CE,239.1999969482422,241.3000030517578,-1,-2.100006103515625,SL_HIT
2022-01-31,NIFTY,2022-02-03,Monday,77.4,17317.2,17394.600000000002,17239.8,2022-01-31 09:20:00+05:30,2022-01-31 09:20:00+05:30,17317.2,,17300,PE,227.0,233.3000030517578,-1,-6.3000030517578125,SL_HIT
2022-01-31,NIFTY,2022-02-03,Monday,77.4,17397.5,17474.9,17320.1,2022-01-31 12:17:00+05:30,2022-01-31 12:17:00+05:30,17397.5,,17400,CE,236.14999389648438,242.0,-1,-5.850006103515625,SL_HIT
2022-01-31,NIFTY,2022-02-03,Monday,77.4,17397.5,17474.9,17320.1,2022-01-31 12:17:00+05:30,2022-01-31 12:17:00+05:30,17397.5,,17400,PE,239.1999969482422,240.64999389648438,-1,-1.4499969482421875,SL_HIT
