DATE,INDEX,EXPIRYDATE,DAY,ENTRY_TIME,INDEX_ENTRY_PRICE,ENTRY_PRICE,EXIT_TIME,INDEX_EXIT_PRICE,EXIT_PRICE,EXIT_REASON,STRIKE,TYPE,SL_INDEX,SL_BEFORE_ROUND,VOLATILITY,UPPER_RANGE,LOWER_RANGE,RANGE_USED,QTY,PNL
2023-03-08,NIFTY,2023-03-09,Wednesday,09:20,17624.0,58.0,15:19,17757.2,9.05,EOD,17600,PE,,,,17700,17500,100,-1,48.95
2023-03-08,NIFTY,2023-03-09,Wednesday,10:08,17700.05,57.95,15:19,17757.2,73.9,EOD,17700,CE,,,,17800,17600,100,-1,-15.950001
2023-03-08,NIFTY,2023-03-09,Wednesday,10:08,17700.05,60.5,15:19,17757.2,25.05,EOD,17700,PE,,,,17800,17600,100,-1,35.45
2023-03-09,NIFTY,2023-03-09,Thursday,09:20,17768.6,43.95,15:19,17579.35,0.05,EOD,17750,CE,,,,17850,17650,100,-1,43.9
2023-03-09,NIFTY,2023-03-09,Thursday,09:20,17768.6,28.65,12:49,17645.35,105.9,LOWER_BREACH,17750,PE,,,,17850,17650,100,-1,-77.25
2023-03-09,NIFTY,2023-03-09,Thursday,12:50,17645.35,20.5,15:19,17579.35,0.05,EOD,17650,CE,,,,17750,17550,100,-1,20.45
2023-03-09,NIFTY,2023-03-09,Thursday,12:50,17645.35,24.45,15:19,17579.35,61.35,EOD,17650,PE,,,,17750,17550,100,-1,-36.899998
2023-03-10,NIFTY,2023-03-16,Friday,09:20,17397.65,115.7,15:19,17417.55,112.25,EOD,17400,CE,,,,17500,17300,100,-1,3.449997
2023-03-10,NIFTY,2023-03-16,Friday,09:20,17397.65,112.85,15:19,17417.55,90.75,EOD,17400,PE,,,,17500,17300,100,-1,22.099998
2023-03-13,NIFTY,2023-03-16,Monday,09:20,17505.7,103.8,15:19,17159.05,22.15,EOD,17500,CE,,,,17600,17400,100,-1,81.65
2023-03-13,NIFTY,2023-03-16,Monday,09:20,17505.7,90.5,11:05,17394.65,147.45,LOWER_BREACH,17500,PE,,,,17600,17400,100,-1,-56.949997
